at,atgdlast10,atgdlast20,atgdlast5,atwinslast20,atwinslat10,atwinslat5,ht,htgdlast10,htgdlast20,htgdlast5,htwinslast20,htwinslat10,htwinslat5,result,versuslast5
Ath Bilbao,9.0,5.0,0.0,1.5,2.5,0.5,Levante,-6.0,-16.0,-5.0,-3.0,0.0,-1.5,D,-3.0
Betis,0.0,-10.0,-3.0,1.5,2.5,1.5,Sevilla,-5.0,5.0,-7.0,6.0,-0.5,-2.5,H,2.0
Sociedad,-4.0,-1.0,-1.0,1.5,-1.0,0.0,Villarreal,-1.0,8.0,-1.0,7.0,0.5,-0.5,D,2.0
Granada,1.0,-14.0,1.0,-1.0,2.0,1.5,Celta,0.0,-10.0,3.0,1.5,3.0,1.5,H,1.0
Vallecano,-4.0,-10.0,1.0,4.5,2.0,1.5,Ath Madrid,19.0,28.0,11.0,5.0,4.0,3.0,H,2.0
Barcelona,26.0,52.0,11.0,8.0,2.5,0.0,Betis,-2.0,-11.0,-4.0,1.5,1.0,0.5,A,-3.0
Real Madrid,25.0,53.0,13.0,11.5,4.0,2.0,Sociedad,-5.0,-1.0,0.0,1.5,-0.5,0.5,A,-2.0
Celta,0.0,-10.0,2.0,1.5,3.0,2.5,Ath Bilbao,10.0,6.0,1.0,3.0,3.0,2.0,H,1.5
Sevilla,-3.0,5.0,-1.0,6.0,0.0,-0.5,Espanol,-6.0,-21.0,-7.0,-0.5,1.5,-1.0,H,-3.0
Getafe,-18.0,-23.0,-7.0,-2.5,-2.5,-1.5,La Coruna,-16.0,-21.0,-10.0,3.0,1.0,1.5,A,-1.5
Villarreal,-1.0,7.0,-1.0,6.5,0.5,-0.5,Valencia,-2.0,-5.0,5.0,0.5,0.5,1.5,A,-0.5
Levante,-9.0,-15.0,-4.0,-2.5,-0.5,0.0,Malaga,-1.0,4.0,-2.0,4.5,2.5,0.5,H,-0.5
Espanol,-7.0,-21.0,-6.0,-0.5,2.5,-0.5,Barcelona,27.0,50.0,14.0,7.0,1.5,0.0,H,2.0
Malaga,1.0,5.0,0.0,4.5,3.0,1.0,Celta,-2.0,-13.0,1.0,0.5,2.0,1.0,H,-1.0
Sp Gijon,-8.0,-14.0,-4.0,1.5,1.0,1.5,Getafe,-15.0,-21.0,-3.0,-3.0,-2.5,-0.5,D,0.0
Ath Bilbao,8.0,5.0,2.0,3.0,4.0,2.5,Las Palmas,10.0,6.0,4.0,1.5,1.5,-0.5,D,0.0
Ath Madrid,19.0,30.0,8.0,7.0,5.0,3.0,Levante,-8.0,-15.0,-6.0,-2.5,-0.5,-1.5,H,-1.5
Valencia,-1.0,-7.0,4.0,0.0,0.5,2.5,Real Madrid,27.0,46.0,13.0,10.5,4.0,2.0,H,0.0
Granada,1.0,-13.0,1.0,-1.0,2.0,0.5,Sevilla,-3.0,4.0,-1.0,4.5,0.0,-1.5,A,1.0
Vallecano,-5.0,-3.0,-2.0,4.5,0.5,-0.5,Sociedad,-6.0,0.0,-2.0,1.5,-1.0,0.5,H,-1.0
La Coruna,-17.0,-25.0,-12.0,2.0,1.0,1.0,Villarreal,-2.0,7.0,0.0,6.5,-0.5,-0.5,A,1.0
Sociedad,-2.0,3.0,-2.0,3.5,1.0,0.5,Valencia,-3.0,-7.0,2.0,0.0,-0.5,0.5,A,-1.0
Sevilla,-7.0,-1.0,-3.0,3.5,-1.0,-0.5,Ath Bilbao,5.0,4.0,1.0,3.5,3.5,2.0,H,0.0
Celta,-1.0,-11.0,1.0,1.5,2.5,2.0,Ath Madrid,15.0,27.0,5.0,6.0,3.0,2.0,H,0.5
Barcelona,28.0,55.0,20.0,7.5,2.5,2.0,Granada,2.0,-7.0,4.0,0.0,1.0,0.0,A,-2.0
Real Madrid,26.0,45.0,10.0,10.5,5.0,2.0,La Coruna,-12.0,-23.0,-8.0,1.5,2.0,1.0,A,-3.0
Getafe,-11.0,-21.0,-1.0,-3.0,-1.0,1.0,Betis,-7.0,-9.0,-3.0,2.5,1.0,1.0,H,-0.5
Las Palmas,6.0,3.0,2.0,1.0,1.0,0.0,Malaga,1.0,3.0,-1.0,3.5,2.0,-0.5,H,0.5
Villarreal,-4.0,4.0,-4.0,5.5,-1.0,-1.5,Sp Gijon,-6.0,-13.0,-3.0,2.0,2.5,2.0,H,-1.5
Levante,-5.0,-13.0,-4.0,-1.5,0.5,0.5,Vallecano,-2.0,-2.0,-2.0,3.5,-0.5,-0.5,H,0.0
Osasuna,-6.0,-17.0,-5.0,1.0,1.0,1.0,Malaga,4.0,4.0,3.0,3.5,2.5,0.5,D,1.0
Betis,-8.0,-4.0,-2.0,3.5,1.0,1.5,Barcelona,27.0,54.0,24.0,6.5,2.5,2.0,H,3.0
Villarreal,-5.0,1.0,-5.0,4.5,-2.0,-1.5,Granada,1.0,-11.0,4.0,-1.0,2.0,1.0,D,-0.5
Espanol,-8.0,-22.0,-6.0,0.0,1.5,0.5,Sevilla,-9.0,-2.0,-5.0,3.5,-2.5,-2.0,H,2.0
Real Madrid,22.0,47.0,8.0,10.0,4.0,2.0,Sociedad,-1.0,4.0,0.0,3.0,0.5,1.5,A,-1.0
Ath Bilbao,5.0,6.0,2.0,4.0,4.5,3.0,Sp Gijon,-2.0,-9.0,-1.0,4.0,3.5,2.5,H,-1.5
Las Palmas,2.0,0.0,-1.0,-0.5,0.0,-1.5,Valencia,-2.0,-8.0,0.0,-0.5,-0.5,0.5,A,0.5
La Coruna,-10.0,-18.0,-1.0,3.5,3.5,1.5,Betis,-10.0,-7.0,-7.0,3.5,1.0,-0.5,D,0.5
Malaga,3.0,4.0,3.0,3.5,2.0,0.5,Espanol,-10.0,-23.0,-8.0,0.0,0.0,-1.0,D,1.5
Sociedad,-3.0,-1.0,-2.0,2.0,1.5,1.5,Osasuna,-5.0,-18.0,-5.0,1.5,1.5,1.0,A,1.0
Celta,1.0,-10.0,-2.0,1.5,1.5,0.0,Real Madrid,24.0,45.0,8.0,9.0,4.0,1.0,H,1.0
Barcelona,25.0,52.0,20.0,6.5,2.5,3.0,Ath Bilbao,2.0,7.0,2.0,4.0,2.5,2.0,A,-3.0
Sevilla,-9.0,-2.0,-2.0,3.5,-2.5,0.0,Villarreal,-3.0,-1.0,-2.0,4.0,-0.5,0.0,D,-1.0
Espanol,-11.0,-21.0,-4.0,1.5,-0.5,0.5,Sociedad,0.0,1.0,0.0,1.5,1.5,1.0,D,1.0
Alaves,-5.0,-4.0,0.0,6.0,2.0,2.0,Barcelona,26.0,52.0,15.0,6.5,2.0,2.0,A,3.0
Ath Madrid,13.0,23.0,2.0,7.0,5.0,2.0,Celta,-2.0,-12.0,-4.0,-0.5,0.5,-2.0,A,0.0
Villarreal,-3.0,-1.0,-2.0,4.0,-0.5,0.0,Malaga,2.0,5.0,4.0,5.0,2.5,2.0,A,-0.5
Osasuna,-6.0,-20.0,-3.0,1.0,2.5,2.0,Real Madrid,21.0,42.0,8.0,9.0,4.0,2.0,H,2.0
Ath Bilbao,2.0,12.0,1.0,5.0,3.5,1.5,La Coruna,-11.0,-18.0,-1.0,3.5,3.0,1.5,A,1.0
Betis,-9.0,-7.0,-5.0,3.5,1.5,1.0,Valencia,-2.0,-9.0,-7.0,-1.0,-0.5,-2.0,A,0.5
Granada,-4.0,-9.0,-5.0,-0.5,0.0,-0.5,Betis,-4.0,-6.0,-2.0,3.0,2.5,1.0,D,0.5
Sp Gijon,0.0,-8.0,4.0,6.5,5.5,4.0,Ath Madrid,13.0,27.0,5.0,6.5,4.0,1.0,H,0.0
Malaga,0.0,4.0,0.0,5.0,2.0,1.0,Las Palmas,6.0,9.0,2.0,0.0,-1.0,-0.5,H,-1.0
Valencia,-2.0,-10.0,-6.0,-1.5,0.5,-2.0,Ath Bilbao,3.0,10.0,1.0,4.0,3.0,0.5,H,1.5
Real Madrid,23.0,45.0,10.0,9.5,5.0,3.0,Espanol,-11.0,-21.0,-5.0,1.5,-0.5,0.0,A,-3.0
Celta,-6.0,-13.0,-7.0,0.5,0.0,-1.0,Osasuna,-9.0,-19.0,-4.0,0.0,1.0,1.0,D,0.0
Sociedad,-1.0,5.0,1.0,3.0,2.0,1.5,Villarreal,-2.0,1.0,-2.0,3.5,-0.5,0.0,H,1.5
La Coruna,-12.0,-19.0,0.0,3.0,2.5,1.5,Alaves,-4.0,-5.0,-1.0,5.0,1.5,1.0,D,0.0
Betis,-5.0,-5.0,-2.0,4.5,2.0,1.0,Sevilla,-2.0,-4.0,1.0,3.0,1.5,2.0,H,2.0
Ath Madrid,16.0,33.0,11.0,8.5,5.0,3.0,Barcelona,31.0,52.0,11.0,5.5,3.0,1.0,D,2.5
Ath Bilbao,3.0,10.0,2.0,5.0,3.0,1.0,Granada,-4.0,-8.0,-8.0,1.0,0.0,0.0,A,0.5
Villarreal,-3.0,1.0,1.0,3.5,-0.5,1.0,Real Madrid,21.0,41.0,11.0,8.5,4.0,2.0,D,1.5
Las Palmas,5.0,9.0,3.0,0.0,0.0,0.0,Sociedad,-3.0,3.0,-1.0,1.0,0.0,-0.5,H,-1.5
Espanol,-11.0,-17.0,-2.0,2.5,-0.5,1.0,Osasuna,-10.0,-17.0,-4.0,1.5,1.5,1.0,A,2.0
Alaves,-3.0,-5.0,2.0,5.0,2.0,2.5,Valencia,-4.0,-10.0,-6.0,-2.5,-1.5,-2.0,H,2.0
Malaga,1.0,0.0,-2.0,4.0,1.5,1.0,Betis,-6.0,-7.0,-4.0,2.5,0.5,-1.0,H,0.0
Sevilla,-1.0,-3.0,4.0,3.5,2.0,4.0,Ath Bilbao,3.0,11.0,1.0,4.5,3.0,0.0,H,1.0
Real Madrid,17.0,40.0,9.0,9.0,4.5,2.5,Las Palmas,2.0,8.0,3.0,0.0,-1.5,0.0,D,-1.0
Barcelona,32.0,47.0,8.0,5.0,3.5,1.5,Sp Gijon,-5.0,-14.0,-4.0,3.5,3.0,0.5,A,-1.5
La Coruna,-11.0,-20.0,-1.0,2.5,2.5,2.0,Ath Madrid,13.0,31.0,9.0,8.0,4.5,2.5,H,2.0
Celta,-6.0,-11.0,-5.0,2.5,1.0,0.5,Espanol,-9.0,-11.0,-3.0,2.5,0.5,0.0,A,0.5
Osasuna,-11.0,-20.0,-6.0,0.5,1.0,0.0,Villarreal,-2.0,1.0,3.0,3.5,1.0,2.5,H,-0.5
Betis,-6.0,-6.0,1.0,3.0,0.5,1.0,Sociedad,0.0,-4.0,2.0,0.0,1.0,-0.5,H,1.5
Sp Gijon,-11.0,-17.0,-10.0,3.5,2.0,-0.5,La Coruna,-4.0,-21.0,-3.0,1.0,1.5,0.0,H,-0.5
Alaves,-1.0,-2.0,2.0,5.0,1.5,1.0,Sevilla,-2.0,-7.0,0.0,1.5,2.0,2.0,H,1.0
Barcelona,29.0,50.0,9.0,5.0,3.5,0.5,Celta,-4.0,-4.0,-2.0,3.5,0.5,0.5,H,-1.0
Villarreal,3.0,2.0,5.0,3.5,3.0,3.0,Espanol,-11.0,-12.0,-3.0,3.5,0.0,1.0,D,0.0
Ath Bilbao,6.0,15.0,4.0,6.5,4.0,2.0,Malaga,0.0,0.0,-3.0,4.0,0.0,-0.5,H,0.0
Ath Madrid,13.0,31.0,10.0,9.0,5.5,3.0,Valencia,-7.0,-8.0,-1.0,-1.5,-1.5,-1.0,A,0.0
Espanol,-7.0,-13.0,-3.0,3.0,1.5,1.0,Las Palmas,-1.0,11.0,-3.0,2.0,-0.5,0.0,D,-1.0
Granada,-8.0,-7.0,-5.0,1.0,0.0,-0.5,Ath Madrid,14.0,33.0,12.0,8.5,4.5,2.5,H,3.0
La Coruna,-3.0,-19.0,-2.0,3.0,2.0,0.5,Barcelona,22.0,48.0,7.0,4.0,1.5,-0.5,H,2.0
Real Madrid,13.0,38.0,5.0,8.5,4.5,2.5,Betis,-5.0,-7.0,0.0,1.5,0.5,-0.5,A,-2.5
Malaga,2.0,1.0,-2.0,4.5,2.0,0.0,Alaves,1.0,-3.0,1.0,3.5,1.5,-0.5,D,0.0
Sociedad,1.0,-4.0,1.0,1.0,1.5,0.5,Ath Bilbao,5.0,15.0,4.0,5.5,2.5,1.0,H,1.0
Valencia,-9.0,-11.0,-2.0,-1.5,-2.0,0.0,Sp Gijon,-6.0,-18.0,-11.0,2.0,2.0,-2.0,A,-1.0
Celta,-4.0,-4.0,0.0,3.5,0.5,2.5,Villarreal,3.0,2.0,5.0,3.5,3.0,3.0,H,1.0
Betis,-8.0,-12.0,-6.0,1.0,0.5,-0.5,Osasuna,-6.0,-22.0,-2.0,-0.5,1.0,0.0,A,-0.5
Alaves,-1.0,-2.0,0.0,5.0,1.0,0.0,Sociedad,1.0,-5.0,0.0,-0.5,0.5,-1.0,H,1.0
Barcelona,24.0,51.0,12.0,4.0,2.5,0.5,Valencia,-6.0,-7.0,0.0,-1.5,-2.0,0.0,A,-0.5
La Coruna,-5.0,-22.0,-5.0,2.0,1.0,-0.5,Celta,-8.0,-10.0,-1.0,2.5,0.5,1.5,H,-0.5
Ath Bilbao,5.0,13.0,4.0,6.5,2.5,2.0,Real Madrid,17.0,44.0,7.0,8.5,4.5,1.5,H,1.0
Ath Madrid,19.0,38.0,14.0,9.5,4.5,3.5,Sevilla,-1.0,-4.0,1.0,3.0,3.0,1.5,H,-0.5
Las Palmas,0.0,10.0,-2.0,2.5,1.0,1.5,Villarreal,6.0,4.0,8.0,3.5,4.0,4.0,H,1.0
Real Madrid,17.0,43.0,6.0,9.5,4.5,2.5,Alaves,-1.0,-6.0,-3.0,3.0,1.0,-1.5,A,-3.0
Malaga,5.0,6.0,5.0,5.5,3.5,2.5,Ath Madrid,19.0,34.0,8.0,7.5,4.5,1.5,H,1.5
Granada,-18.0,-16.0,-10.0,-0.5,-1.5,-1.5,Barcelona,20.0,48.0,9.0,4.0,1.5,0.5,H,1.0
Sevilla,3.0,-4.0,2.0,3.0,4.0,2.0,Sp Gijon,-9.0,-15.0,-8.0,3.5,1.0,-1.5,D,-1.0
Osasuna,-7.0,-21.0,-3.0,-0.5,0.5,-0.5,Ath Bilbao,4.0,9.0,2.0,4.5,1.0,0.0,D,1.0
Espanol,-3.0,-12.0,-1.0,4.0,2.5,1.5,Betis,-7.0,-14.0,-5.0,1.0,0.0,-1.0,A,0.0
Celta,-6.0,-7.0,2.0,3.0,0.5,2.0,Las Palmas,-1.0,5.0,-4.0,0.5,-0.5,-0.5,D,1.0
Valencia,-6.0,-9.0,0.0,-1.5,-1.0,1.0,La Coruna,-10.0,-22.0,-8.0,2.0,0.0,-2.0,D,0.5
Sp Gijon,-11.0,-13.0,-7.0,4.0,0.5,0.0,Malaga,0.0,4.0,2.0,4.0,1.5,0.5,H,1.0
La Coruna,-8.0,-22.0,-7.0,2.0,0.5,-1.5,Granada,-16.0,-15.0,-10.0,-0.5,-2.5,-2.5,D,1.5
Alaves,-5.0,-9.0,-5.0,2.5,0.0,-0.5,Osasuna,-8.0,-14.0,-2.0,1.0,0.0,0.0,A,2.0
Ath Madrid,19.0,34.0,10.0,8.5,4.5,2.0,Sociedad,4.0,3.0,3.0,1.0,0.5,0.0,H,-2.0
Valencia,-5.0,-7.0,-1.0,-1.0,-0.5,0.5,Celta,-4.0,-1.0,1.0,4.5,2.0,1.5,H,-0.5
Ath Bilbao,2.0,7.0,1.0,5.0,0.5,0.5,Espanol,-4.0,-12.0,-1.0,3.0,1.5,1.5,D,0.0
Barcelona,18.0,45.0,10.0,5.0,2.5,1.0,Sevilla,5.0,-4.0,1.0,3.0,5.5,1.5,A,-0.5
Betis,-9.0,-17.0,-5.0,0.0,-1.0,0.0,Villarreal,10.0,5.0,7.0,3.0,5.0,2.5,H,-1.0
Real Madrid,18.0,42.0,12.0,9.5,5.5,2.5,Ath Madrid,17.0,29.0,7.0,6.5,3.0,0.0,A,2.0
Malaga,1.0,4.0,4.0,4.0,2.0,2.5,Barcelona,15.0,40.0,6.0,4.0,1.5,1.0,D,2.0
Sevilla,2.0,-7.0,2.0,2.0,4.5,2.5,La Coruna,-9.0,-19.0,-6.0,3.5,0.0,0.0,A,-1.5
Espanol,-2.0,-12.0,1.0,3.0,3.0,2.0,Alaves,-4.0,-9.0,-6.0,1.5,-0.5,-1.5,A,0.5
Villarreal,12.0,9.0,7.0,5.0,5.5,2.5,Ath Bilbao,3.0,5.0,-1.0,4.5,2.0,0.0,H,-0.5
Sociedad,9.0,6.0,7.0,3.0,1.5,2.0,Sp Gijon,-13.0,-13.0,-3.0,4.0,-1.5,-1.0,A,-1.0
Granada,-16.0,-15.0,-8.0,-0.5,-2.5,-1.0,Valencia,-4.0,-7.0,-3.0,-1.0,-1.5,-0.5,D,3.0
La Coruna,-10.0,-21.0,-8.0,2.5,-0.5,-1.0,Malaga,1.0,3.0,3.0,4.5,2.0,2.0,H,2.5
Sp Gijon,-15.0,-16.0,-4.0,3.0,-2.0,0.0,Real Madrid,20.0,41.0,15.0,8.5,4.5,2.0,H,2.0
Valencia,-3.0,-5.0,-1.0,-0.5,0.0,0.0,Sevilla,3.0,-2.0,2.0,3.0,4.0,1.5,H,0.0
Granada,-12.0,-15.0,-7.0,-0.5,-1.0,-0.5,Celta,-2.0,-4.0,-2.0,3.5,3.0,0.5,H,1.5
Ath Madrid,14.0,27.0,2.0,7.5,2.5,0.0,Osasuna,-9.0,-15.0,-3.0,1.0,-1.5,-0.5,A,-1.0
Barcelona,14.0,40.0,7.0,4.0,2.0,2.5,Sociedad,9.0,9.0,8.0,3.0,1.5,1.0,D,1.0
Alaves,-5.0,-10.0,-6.0,1.0,-1.0,-0.5,Villarreal,11.0,8.0,6.0,3.5,4.0,1.0,A,-1.0
Ath Bilbao,5.0,7.0,1.0,6.5,3.0,2.0,Las Palmas,-5.0,3.0,-2.0,1.0,0.0,0.0,H,0.5
Espanol,2.0,-9.0,5.0,2.5,3.0,2.0,Ath Madrid,13.0,26.0,-1.0,6.5,2.5,-1.0,D,3.0
Real Madrid,18.0,41.0,11.0,9.5,4.5,3.0,Barcelona,15.0,41.0,3.0,4.5,2.5,2.0,D,0.0
Sevilla,3.0,0.0,2.0,4.0,4.0,2.5,Granada,-13.0,-17.0,-3.0,-2.0,-2.0,-0.5,H,-0.5
Celta,4.0,-2.0,5.0,4.0,4.0,2.5,Betis,-8.0,-12.0,-2.0,1.0,-1.5,-1.0,D,0.5
Osasuna,-9.0,-18.0,-7.0,0.5,-0.5,-0.5,Sp Gijon,-17.0,-17.0,-4.0,1.5,-4.0,-1.0,H,0.5
Malaga,4.0,4.0,4.0,5.0,3.0,2.5,Valencia,-3.0,-5.0,-3.0,-0.5,-1.0,-1.0,D,1.0
Sociedad,9.0,8.0,9.0,3.5,1.5,2.5,La Coruna,-10.0,-22.0,-5.0,1.0,-1.5,-1.0,H,1.0
Granada,-12.0,-16.0,-2.0,-1.5,-1.5,0.0,Malaga,5.0,4.0,0.0,5.0,4.5,2.0,D,1.5
Barcelona,11.0,42.0,2.0,6.0,3.0,2.5,Osasuna,-11.0,-21.0,-8.0,-0.5,-2.0,-1.5,A,-0.5
La Coruna,-6.0,-16.0,2.0,2.0,-1.0,1.0,Real Madrid,16.0,37.0,10.0,9.0,5.0,2.5,H,2.0
Valencia,-2.0,-6.0,-2.0,-1.0,0.5,-0.5,Sociedad,6.0,3.0,2.0,1.5,1.5,0.5,H,1.5
Ath Bilbao,3.0,6.0,1.0,5.0,2.0,2.0,Betis,-8.0,-13.0,-3.0,0.5,-1.5,-0.5,H,-1.5
Sevilla,2.0,0.0,0.0,4.0,2.5,0.5,Celta,4.0,-3.0,2.0,4.5,4.0,2.0,A,1.0
Sp Gijon,-10.0,-14.0,-2.0,2.5,-2.0,-0.5,Espanol,4.0,-7.0,5.0,3.0,3.5,2.0,H,-1.0
Ath Madrid,8.0,24.0,0.0,7.0,2.0,0.5,Villarreal,6.0,3.0,-2.0,3.0,3.5,-0.5,H,0.0
Betis,-6.0,-12.0,-1.0,1.0,0.5,0.5,Alaves,-3.0,-7.0,2.0,1.0,0.5,1.0,H,0.0
Sociedad,4.0,5.0,1.0,3.5,1.5,1.5,Granada,-11.0,-13.0,-1.0,0.0,-1.0,1.5,A,-0.5
Malaga,4.0,5.0,2.0,5.5,4.0,3.5,Sevilla,4.0,3.0,3.0,3.5,1.5,0.0,H,1.0
Villarreal,9.0,7.0,2.0,5.0,4.0,1.5,Sp Gijon,-10.0,-15.0,-3.0,1.0,-2.0,-2.0,A,-1.0
Espanol,4.0,-5.0,5.0,5.0,4.5,3.0,Barcelona,14.0,46.0,4.0,6.0,2.5,1.5,H,2.0
Osasuna,-13.0,-24.0,-11.0,-1.0,-2.0,-2.0,La Coruna,-6.0,-17.0,1.0,0.5,-2.0,-0.5,H,-0.5
Celta,0.0,-6.0,-1.0,4.0,3.0,1.5,Ath Bilbao,1.0,4.0,0.0,4.0,1.0,0.5,H,1.5
La Coruna,-3.0,-7.0,3.0,1.5,0.0,0.0,Espanol,3.0,-8.0,2.0,3.5,3.5,1.5,D,-0.5
Granada,-11.0,-19.0,-3.0,-1.0,0.0,1.0,Real Madrid,17.0,34.0,8.0,10.0,5.5,3.5,H,3.0
Sevilla,9.0,7.0,7.0,5.5,3.5,1.0,Sociedad,8.0,8.0,1.0,3.5,2.5,0.5,A,0.0
Alaves,-4.0,-5.0,2.0,2.0,0.5,2.0,Ath Bilbao,0.0,6.0,1.0,5.0,1.0,1.0,D,1.0
Malaga,2.0,2.0,-2.0,4.0,4.0,1.5,Celta,-3.0,-7.0,-3.0,2.5,2.0,-0.5,H,0.0
Barcelona,12.0,41.0,6.0,7.0,3.5,2.5,Villarreal,9.0,12.0,2.0,6.0,3.0,0.5,D,-1.5
Valencia,-4.0,-8.0,-3.0,-2.0,-1.5,-2.0,Osasuna,-13.0,-26.0,-12.0,-2.5,-2.0,-3.0,D,-2.5
Betis,-5.0,-10.0,0.0,1.0,0.5,0.5,Ath Madrid,5.0,19.0,3.0,5.0,0.5,0.5,H,3.0
Las Palmas,0.0,-1.0,2.0,1.5,2.0,2.0,Barcelona,13.0,35.0,6.0,6.5,5.0,2.5,H,2.5
Villarreal,9.0,12.0,3.0,6.0,3.0,2.0,La Coruna,-4.0,-7.0,4.0,1.5,-0.5,0.5,D,0.5
Alaves,-3.0,-2.0,3.0,3.5,2.0,2.5,Celta,-2.0,-6.0,0.0,2.5,2.0,1.5,H,2.0
Osasuna,-13.0,-22.0,-10.0,-1.0,-2.0,-1.5,Granada,-15.0,-23.0,-8.0,-1.0,-1.0,-0.5,D,0.5
Real Madrid,22.0,36.0,10.0,10.0,6.0,3.5,Sevilla,12.0,9.0,10.0,4.5,2.5,1.0,H,0.0
Espanol,3.0,-4.0,1.0,5.0,3.5,2.0,Valencia,-5.0,-12.0,-2.0,-2.5,-1.0,-0.5,H,1.5
Sociedad,3.0,4.0,-5.0,3.0,1.5,0.5,Malaga,-1.0,1.0,-4.0,4.0,2.0,0.0,A,1.5
La Coruna,0.0,-5.0,5.0,2.0,1.0,2.0,Las Palmas,-5.0,-5.0,-5.0,1.5,0.5,0.0,D,0.0
Granada,-9.0,-24.0,-6.0,-1.5,0.5,1.0,Espanol,2.0,-6.0,-3.0,3.0,2.0,0.0,H,2.5
Malaga,-3.0,-3.0,-7.0,3.0,1.5,-1.0,Real Madrid,21.0,34.0,6.0,9.0,4.5,2.5,H,1.5
Valencia,-2.0,-11.0,-1.0,-2.0,0.0,0.0,Villarreal,4.0,10.0,5.0,6.5,2.5,2.5,A,0.0
Ath Madrid,0.0,19.0,1.0,5.0,0.5,1.5,Ath Bilbao,0.0,5.0,2.0,4.5,2.0,2.0,D,-1.0
Sp Gijon,-7.0,-16.0,-3.0,-1.0,-2.0,-1.0,Betis,-1.0,-9.0,1.0,0.0,-0.5,0.5,D,1.5
Sevilla,12.0,11.0,10.0,6.5,3.5,1.0,Osasuna,-14.0,-20.0,-7.0,-0.5,-1.5,-1.0,A,-2.0
Celta,4.0,-4.0,-1.0,4.5,4.0,1.5,Sociedad,6.0,7.0,-3.0,3.0,2.5,0.0,H,-0.5
Malaga,-8.0,-3.0,-8.0,3.0,-0.5,-2.5,Osasuna,-14.0,-21.0,-6.0,-1.0,-1.5,0.0,D,-0.5
Ath Madrid,1.0,20.0,1.0,6.5,2.0,1.5,Alaves,-1.0,-2.0,0.0,3.0,2.0,1.5,D,1.0
La Coruna,3.0,-7.0,1.0,2.5,2.5,1.5,Eibar,-4.0,-5.0,-5.0,2.5,2.0,1.0,H,-2.5
Granada,-11.0,-29.0,-9.0,-2.5,-1.0,-1.0,Villarreal,1.0,10.0,3.0,6.5,1.5,2.0,H,2.0
Sp Gijon,-7.0,-16.0,-5.0,-1.0,-2.0,-1.5,Ath Bilbao,1.0,5.0,0.0,4.5,3.5,1.5,H,0.5
Barcelona,17.0,37.0,15.0,6.5,5.0,2.5,Betis,-2.0,-9.0,1.0,0.0,0.0,0.5,D,-3.0
Sevilla,12.0,15.0,12.0,6.5,2.5,2.0,Espanol,4.0,1.0,-1.0,5.0,2.5,0.5,H,-2.0
Sociedad,4.0,7.0,2.0,3.0,2.5,2.0,Real Madrid,17.0,34.0,6.0,10.0,5.5,2.5,H,1.0
Valencia,-1.0,-7.0,2.0,-2.0,0.0,1.0,Las Palmas,-4.0,-5.0,-5.0,1.5,2.0,0.0,H,0.0
Ath Bilbao,2.0,4.0,2.0,4.5,4.0,3.5,Barcelona,16.0,34.0,12.0,7.0,4.5,3.0,H,2.0
Espanol,5.0,1.0,0.0,5.0,3.5,0.5,Malaga,-6.0,-6.0,-8.0,2.5,1.0,-2.5,A,-0.5
Eibar,-3.0,-1.0,-3.0,4.5,2.0,1.5,Valencia,-2.0,-8.0,0.0,-2.0,-1.0,-0.5,A,1.0
Villarreal,4.0,14.0,2.0,8.5,3.5,2.0,Sevilla,10.0,15.0,7.0,6.5,1.0,1.0,D,1.0
Osasuna,-14.0,-22.0,-3.0,-1.5,-1.5,0.5,Sociedad,-1.0,3.0,-2.0,2.0,1.5,0.0,H,1.5
Sociedad,-2.0,7.0,-3.0,3.0,1.5,1.0,Espanol,6.0,4.0,4.0,6.0,3.0,1.5,A,0.0
Barcelona,18.0,33.0,12.0,7.0,5.5,3.0,Alaves,3.0,-1.0,1.0,2.0,2.5,0.5,A,-1.0
La Coruna,1.0,-7.0,0.0,1.5,1.0,1.5,Ath Bilbao,-1.0,2.0,-2.0,4.5,2.5,1.5,H,0.5
Valencia,-6.0,-11.0,-3.0,-2.0,-1.5,0.5,Betis,-1.0,-10.0,0.0,-0.5,0.5,0.0,D,1.0
Real Madrid,19.0,36.0,9.0,10.0,5.5,3.0,Osasuna,-14.0,-23.0,-2.0,-3.0,-2.5,0.5,A,-2.0
Celta,2.0,-2.0,3.0,3.5,1.5,0.0,Ath Madrid,3.0,20.0,5.0,6.5,3.5,3.0,H,0.5
Sevilla,11.0,13.0,4.0,6.0,1.5,0.5,Las Palmas,-4.0,-3.0,-3.0,2.5,0.5,0.5,A,0.0
Malaga,-8.0,-7.0,-6.0,2.0,0.0,-1.5,Villarreal,2.0,14.0,0.0,8.5,3.0,2.5,D,2.0
Granada,-11.0,-27.0,-8.0,-3.0,-0.5,-1.5,Eibar,2.0,4.0,1.0,5.5,3.0,1.0,H,1.5
Betis,1.0,-6.0,1.0,1.0,2.0,1.5,Granada,-15.0,-27.0,-7.0,-3.0,-2.0,-1.5,H,0.5
Alaves,-2.0,-7.0,-5.0,1.5,2.5,0.0,La Coruna,0.0,-9.0,-3.0,-0.5,-0.5,-0.5,A,0.0
Espanol,4.0,3.0,3.0,5.5,3.0,1.0,Real Madrid,18.0,36.0,10.0,10.0,5.5,2.0,H,2.0
Eibar,5.0,7.0,7.0,5.5,3.0,2.0,Sevilla,11.0,14.0,1.0,5.5,1.5,0.5,H,1.5
