name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Carlos Fernández,"0.38,0.41,0.00","0.10,0.12,0.00","0.43,0.49,0.00","0.33,0.37,0.00","8,10,0","[None, '1.84', '0.00']","[None, '0.74', '0.00']","[None, '3', '0']","1,1,0","[None, '381', '4']","[None, '627', '6']","[None, '12', '1']","[None, '313', '3']","[None, '56', '0']","[None, '44', '0']","[None, '1.80', '0.00']","[None, '0.37', '0.00']","[None, '24', '0']","[None, '13', '0']","[None, '30', '0']","[None, '539', '6']","[None, '121', '1']","[None, '24', '1']","[None, '3', '0']","[None, '33', '0']","[None, '3319', '57']","[None, '60', '1']","[None, '75', '0']","[None, '134', '3']"
Sergi Gómez,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.29,0.38,0.00","0.10,0.00,0.00","0,0,0","0,0,0","1239,434,60","1437,486,60","10,2,0","849,272,48","380,160,12","18,5,0","0.59,0.63,0.00","0.00,0.00,0.00","49,7,0","24,4,0","28,4,0","294,47,8","89,19,6","49,11,2","20,4,0","3,1,0","5496,1716,208","28,7,0","70,24,6","263,71,5"
Óliver Torres,"0.14,0.17,0.00","0.07,0.17,0.00","0.21,0.34,0.00","0.14,0.17,0.00","2,3,0","1.50,0.90,1.03","0.72,0.56,0.00","[None, '0', '0']","0,0,0","[None, '810', '60']","[None, '994', '70']","[None, '20', '2']","[None, '591', '44']","[None, '199', '14']","[None, '39', '1']","[None, '2.20', '1.03']","[None, '0.34', '0.00']","[None, '50', '2']","31,31,2","[None, '66', '5']","[None, '425', '21']","[None, '116', '12']","[None, '26', '1']","[None, '2', '0']","[None, '22', '2']","[None, '4587', '357']","27,30,1","[None, '9', '0']","[None, '143', '13']"
Jules Koundé,"0.00,0.04,0.00","0.03,0.04,0.00","0.03,0.08,0.00","0.00,0.04,0.00","0,1,0","0.38,0.86,1.50","0.05,0.19,0.00","0,0,0","0,0,0","1635,1284,150","1995,1489,161","15,5,2","1153,913,117","467,366,31","19,14,1","0.51,0.55,0.50","0.03,0.12,0.00","48,23,1","23,16,1","38,19,1","305,184,9","106,76,3","64,29,3","24,15,1","20,18,0","9460,6119,807","26,21,2","78,105,4","430,249,25"
Youssef En-Nesyri,"0.26,0.45,0.82","0.13,0.00,0.00","0.39,0.45,0.82","0.26,0.45,0.82","4,4,1","2.53,2.37,4.09","1.17,0.90,1.64","0,0,0","0,0,0","163,103,17","266,157,21","8,2,1","131,90,14","24,11,2","22,6,2","1.43,0.68,1.64","0.26,0.00,0.00","8,8,1","5,6,1","17,9,1","295,193,30","50,53,11","17,8,1","2,2,0","17,6,1","1686,858,121","21,16,0","60,37,3","61,27,4"
Nemanja Gudelj,"0.04,0.00,0.00","0.04,0.00,0.00","0.08,0.00,0.00","0.04,0.00,0.00","1,0,0","1.44,0.52,0.00","0.28,0.07,0.00","[None, '1', '0']","0,0,0","[None, '614', '97']","[None, '678', '103']","[None, '12', '2']","[None, '457', '73']","[None, '145', '22']","[None, '12', '1']","[None, '0.89', '0.87']","[None, '0.07', '0.00']","[None, '19', '1']","33,12,1","[None, '15', '2']","[None, '134', '15']","[None, '41', '5']","[None, '28', '2']","[None, '10', '0']","[None, '11', '1']","[None, '2885', '476']","52,22,3","[None, '20', '2']","[None, '126', '8']"
Fernando,"0.10,0.07,0.00","0.19,0.10,0.00","0.29,0.17,0.00","0.10,0.07,0.00","2,2,0","0.73,0.47,0.00","0.39,0.20,0.00","[None, '0', '0']","0,0,0","[None, '1380', '103']","[None, '1536', '109']","[None, '28', '1']","[None, '911', '83']","[None, '441', '19']","[None, '31', '2']","[None, '1.05', '1.00']","[None, '0.10', '0.00']","[None, '66', '6']","23,44,5","[None, '64', '2']","[None, '506', '29']","[None, '186', '10']","[None, '58', '3']","[None, '15', '0']","[None, '16', '1']","[None, '5337', '462']","18,39,1","[None, '83', '3']","[None, '377', '16']"
Iago Aspas,"0.80,0.39,0.60","0.24,0.08,0.00","0.84,0.33,0.60","0.60,0.25,0.60","20,14,3","2.56,2.15,1.00","1.04,0.86,0.80","10,11,2","5,5,0","722,998,133","904,1283,182","20,56,5","588,799,115","114,143,13","99,103,19","3.96,2.84,3.80","0.60,0.33,0.40","14,29,3","10,21,2","18,34,4","475,537,57","114,146,21","14,24,3","0,4,0","35,60,11","5444,8804,1190","16,25,5","16,24,2","126,160,20"
Sergio Escudero,"0.00,0.12,0.00","0.06,0.00,0.00","0.06,0.12,0.00","0.00,0.12,0.00","0,1,0","1.46,0.93,1.00","0.17,0.70,0.00","0,0,0","0,0,0","752,475,44","951,592,59","12,8,2","621,407,36","119,60,6","26,12,2","1.51,1.40,2.00","0.12,0.12,0.00","41,26,1","20,13,1","41,22,0","281,124,12","84,38,4","47,19,0","5,1,0","14,7,2","3751,1703,289","21,11,1","23,21,3","177,99,6"
Suso,"0.07,0.11,0.00","0.13,0.11,0.00","0.20,0.23,0.00","0.07,0.11,0.00","1,1,0","2.05,1.61,2.28","0.79,0.80,0.00","2,2,0","0,0,0","579,294,80","753,392,95","7,5,1","440,235,63","132,54,16","73,34,7","4.83,3.90,3.99","0.33,0.46,0.57","17,7,4","14,2,3","15,15,7","206,82,23","45,26,9","11,4,1","0,0,0","33,19,3","4614,2169,606","10,5,4","1,3,0","81,50,12"
Munir El Haddadi,"0.43,0.36,0.70","0.09,0.14,0.70","0.52,0.50,1.40","0.43,0.36,0.70","5,5,1","2.76,3.17,3.49","0.95,1.01,0.70","0,1,0","0,0,0","246,348,40","337,454,54","16,13,1","208,287,32","22,48,7","24,40,5","2.07,2.88,3.49","0.35,0.29,0.70","12,27,3","8,19,2","10,16,4","210,214,32","43,71,9","20,12,1","0,1,0","17,15,0","1838,2366,353","17,15,3","15,20,2","70,82,13"
Marvin Olawale Akinlabi Park,0.00,0.00,0.00,0.00,,,,,,10,13,0,10,0,0,0.00,0.00,1,0,0,7,2,1,0,0,61,0,1,1
Marcos Acuña,"0.03,0.09,0.00","0.31,0.04,0.00","0.35,0.13,0.00","0.03,0.09,0.00","1,2,0","0.94,0.76,0.00","0.31,0.18,0.00","[None, None, '0']","0,0,0","[None, None, '132']","[None, None, '145']","[None, None, '3']","[None, None, '103']","[None, None, '26']","[None, None, '4']","[None, None, '2.00']","[None, None, '0.50']","[None, None, '4']","52,37,3","[None, None, '2']","[None, None, '30']","[None, None, '6']","[None, None, '6']","[None, None, '0']","[None, None, '3']","[None, None, '398']","61,45,5","[None, None, '2']","[None, None, '18']"
Joan Jordán,"0.13,0.08,0.00","0.13,0.08,0.45","0.25,0.16,0.45","0.13,0.08,0.00","4,2,0","1.82,1.12,0.90","0.59,0.24,0.00","9,8,0","0,0,0","1505,1497,155","1886,1748,172","14,30,2","1027,1088,120","464,379,33","121,71,8","3.79,2.83,3.60","0.28,0.28,0.45","69,60,2","51,47,2","91,77,9","613,491,50","179,139,12","60,39,2","4,5,1","55,43,2","7563,6458,561","59,64,11","34,31,1","429,251,16"
Lucas Ocampos,"0.13,0.46,0.00","0.27,0.10,0.00","0.40,0.39,0.00","0.13,0.30,0.00","4,14,0","2.16,2.66,2.84","0.80,1.02,0.41","0,0,0","0,5,0","713,728,70","949,972,85","19,32,7","599,596,48","95,100,15","67,64,9","2.23,2.10,3.65","0.40,0.26,0.00","80,52,3","55,32,2","108,72,1","693,501,46","191,144,14","50,54,6","9,5,0","85,83,2","8149,9216,619","51,42,3","24,30,3","235,192,11"
Ivan Rakitić,"0.10,0.06,0.40","0.17,0.17,0.00","0.27,0.23,0.40","0.10,0.06,0.40","3,1,1","1.23,1.36,2.38","0.37,0.40,0.79","0,1,0","0,0,0","2357,1322,160","2602,1485,179","42,45,2","1829,1037,125","486,240,33","51,41,5","1.74,2.32,1.98","0.37,0.28,0.00","37,25,7","28,19,7","51,24,2","543,293,43","140,96,13","44,27,2","7,5,0","28,8,2","10372,4997,759","27,20,3","22,18,1","289,170,13"
Jesús Navas,"0.03,0.00,0.00","0.17,0.19,0.67","0.20,0.19,0.67","0.03,0.00,0.00","1,0,0","1.03,0.27,0.00","0.37,0.05,0.00","0,0,0","0,0,0","1361,2077,180","1836,2652,228","21,25,2","1052,1645,141","288,407,37","76,96,15","2.52,2.56,5.00","0.33,0.40,1.00","30,34,4","23,19,4","33,34,4","256,230,35","69,63,10","47,53,4","5,5,0","40,47,2","10448,12730,1134","12,18,2","11,18,1","289,357,33"
Diego Carlos,"0.06,0.06,0.00","0.00,0.00,0.00","0.06,0.06,0.00","0.06,0.06,0.00","2,2,0","1.06,0.57,0.33","0.11,0.06,0.00","3,0,0","0,0,0","1389,1600,219","1679,1845,235","10,11,2","906,1013,133","473,576,84","27,16,2","0.77,0.46,0.67","0.09,0.03,0.00","66,45,3","44,34,2","28,29,3","301,187,26","103,75,6","54,56,1","28,29,0","7,8,0","5556,5629,822","46,46,5","58,91,5","382,304,25"
Luuk de Jong,"0.79,0.26,0.98","0.18,0.04,0.00","0.97,0.31,0.98","0.79,0.26,0.98","27,6,2","[None, '2.40', '2.46']","[None, '1.05', '1.48']","[None, '0', '0']","0,0,0","[None, '389', '41']","[None, '544', '52']","[None, '20', '1']","[None, '334', '39']","[None, '35', '1']","[None, '35', '2']","[None, '1.53', '0.98']","[None, '0.26', '0.00']","[None, '17', '2']","[None, '10', '2']","[None, '15', '2']","[None, '353', '49']","[None, '104', '16']","[None, '15', '3']","[None, '2', '0']","[None, '11', '1']","[None, '1759', '125']","[None, '29', '0']","[None, '123', '7']","[None, '91', '10']"
Borja Mayoral,"0.17,0.34,0.00","0.11,0.08,0.00","0.28,0.42,0.00","0.17,0.34,0.00","3,8,0","1.33,1.89,0.00","0.83,0.76,0.00","0,0,0","0,0,0","327,447,3","394,561,5","9,17,0","277,373,3","41,57,0","32,61,0","1.78,2.57,0.00","0.28,0.46,0.00","11,9,0","8,4,0","15,13,1","270,322,9","47,84,1","8,14,0","0,2,0","31,30,0","2806,3396,25","16,18,2","16,25,0","77,102,1"
Rodrygo,"0.25,0.18,0.00","0.50,0.00,0.99","0.75,0.18,0.99","0.25,0.18,0.00","1,2,0","4.00,1.41,0.00","1.75,0.71,0.00","[None, '0', '0']","0,0,0","[None, '430', '19']","[None, '511', '32']","[None, '9', '1']","[None, '396', '17']","[None, '25', '1']","[None, '31', '4']","[None, '2.74', '3.96']","[None, '0.09', '0.99']","[None, '5', '0']","5,4,0","[None, '20', '1']","[None, '182', '18']","[None, '43', '5']","[None, '17', '0']","[None, '2', '0']","[None, '24', '6']","[None, '3573', '206']","8,8,1","[None, '10', '0']","[None, '55', '4']"
Lucas Vázquez,"0.06,0.21,0.00","0.18,0.11,0.00","0.24,0.32,0.00","0.06,0.21,0.00","1,2,0","1.37,1.06,0.00","0.60,0.32,0.00","0,0,0","0,0,0","787,465,10","972,583,11","15,6,0","683,402,9","89,57,1","53,32,0","3.16,3.40,0.00","0.24,0.64,0.00","40,21,1","24,15,0","38,26,0","409,236,4","105,81,1","23,14,1","1,0,0","39,14,0","5109,2342,20","41,26,1","6,4,0","109,75,1"
Álvaro Odriozola,"0.00,0.00,0.00","0.00,0.26,0.00","0.00,0.26,0.00","0.00,0.00,0.00","0,0,0","0.00,0.52,0.00","0.00,0.00,0.00","0,0,0","0,0,0","90,153,36","109,176,41","3,3,1","72,121,23","15,29,12","5,10,2","2.96,2.62,3.21","0.00,0.52,0.00","1,8,1","1,4,0","4,11,0","29,39,6","9,13,1","1,5,1","0,0,0","3,9,2","722,1109,290","1,7,1","1,1,0","8,19,3"
Nacho,"0.00,0.21,0.00","0.05,0.00,0.00","0.05,0.21,0.00","0.00,0.21,0.00","0,1,0","0.32,1.23,0.00","0.00,0.21,0.00","0,0,0","0,0,0","912,253,51","1028,293,57","10,6,2","725,212,43","177,35,6","12,7,0","0.64,1.44,0.00","0.00,0.00,0.00","33,12,2","22,6,0","33,12,5","144,52,12","50,14,4","35,14,1","9,3,0","11,1,1","3027,846,178","27,9,1","26,15,1","159,34,10"
Marcelo,"0.10,0.07,0.00","0.10,0.14,0.00","0.19,0.21,0.00","0.10,0.07,0.00","2,1,0","1.70,1.18,2.00","0.58,0.42,0.00","0,0,0","0,0,0","1250,882,65","1536,1071,75","16,17,1","1052,719,56","182,146,8","65,50,5","3.16,3.47,5.00","0.34,0.49,0.00","37,20,1","17,12,1","37,33,1","221,137,11","70,45,3","33,21,2","2,1,0","38,10,2","6141,4155,225","19,7,1","6,10,0","150,130,3"
Marco Asensio,"0.05,0.80,0.00","0.20,0.27,0.00","0.25,1.07,0.00","0.05,0.80,0.00","1,3,0","2.28,2.41,0.88","0.86,1.34,0.00","1,1,0","0,0,0","842,134,48","1020,163,63","15,3,3","717,109,38","110,22,7","63,11,7","3.19,2.95,6.18","0.56,0.27,0.00","14,5,0","8,4,0","24,6,0","257,34,15","62,11,5","18,2,3","0,0,0","36,6,7","8100,989,392","18,2,0","1,3,1","103,19,6"
Isco,"0.23,0.08,0.00","0.15,0.15,0.00","0.38,0.23,0.00","0.23,0.08,0.00","3,1,0","1.81,1.75,0.87","0.53,0.99,0.87","2,2,0","0,0,0","839,735,64","986,856,83","17,24,1","701,587,53","121,124,10","53,42,4","4.00,3.20,3.50","0.23,0.53,0.00","29,14,1","20,8,1","37,12,1","227,195,13","53,45,8","9,17,1","1,1,0","29,34,3","4914,4833,376","20,15,0","6,5,0","87,80,3"
Martin Ødegaard,"0.28,0.14,0.00","0.34,0.21,0.00","0.59,0.36,0.00","0.24,0.14,0.00","8,4,0","[None, '1.75', '0.78']","[None, '0.61', '0.00']","[None, '4', '0']","1,0,0","[None, '1308', '62']","[None, '1617', '75']","[None, '28', '3']","[None, '1056', '50']","[None, '224', '9']","[None, '116', '3']","[None, '4.13', '2.35']","[None, '0.53', '0.00']","[None, '28', '1']","[None, '18', '0']","[None, '36', '1']","[None, '517', '17']","[None, '125', '3']","[None, '20', '1']","[None, '0', '0']","[None, '63', '0']","[None, '9565', '335']","[None, '24', '0']","[None, '11', '0']","[None, '231', '6']"
Vinicius Júnior,"0.21,0.20,0.95","0.00,0.07,0.00","0.21,0.26,0.95","0.21,0.20,0.95","2,3,2","4.45,2.57,3.79","1.66,1.06,1.42","0,0,0","0,0,0","230,421,81","315,544,94","6,15,1","198,366,72","26,40,8","44,54,3","4.56,3.56,1.42","0.62,0.40,0.00","14,27,3","7,17,2","12,26,4","204,299,31","45,88,12","7,19,1","1,0,0","37,53,5","4194,5890,788","13,19,2","1,4,0","58,84,15"
Federico Valverde,"0.00,0.09,0.31","0.00,0.24,0.00","0.00,0.33,0.31","0.00,0.09,0.31","0,2,1","0.69,1.09,1.25","0.00,0.52,0.62","0,0,0","0,0,0","325,985,154","367,1119,180","3,23,9","258,808,126","64,154,19","19,41,8","2.61,1.93,2.49","0.14,0.38,0.31","15,36,4","10,19,0","9,36,5","143,375,52","38,93,11","10,43,3","2,4,1","11,18,9","1971,5413,979","15,25,3","7,22,3","77,165,24"
Luka Jović,"0.68,0.42,0.00","0.20,0.21,0.00","0.84,0.63,0.00","0.64,0.42,0.00","17,2,0","3.81,2.51,2.11","1.65,0.63,0.70","0,0,0","1,0,0","434,111,26","601,134,33","23,3,1","311,98,24","100,10,1","59,7,3","2.37,1.47,2.11","0.56,0.42,0.00","14,3,0","11,2,0","10,0,0","332,69,11","90,20,1","12,2,0","1,0,0","20,4,1","3708,393,93","30,5,1","26,10,1","120,15,2"
Dani Carvajal,"0.04,0.03,0.00","0.09,0.16,0.00","0.13,0.20,0.00","0.04,0.03,0.00","1,1,0","0.51,0.66,0.84","0.17,0.30,0.42","0,0,0","0,0,0","1591,2058,156","1834,2432,190","16,26,2","1303,1683,120","272,349,34","59,74,2","2.52,2.43,0.84","0.34,0.20,0.00","40,70,6","22,53,3","44,47,6","361,442,28","91,132,6","51,71,8","8,14,0","38,30,0","7042,8696,629","30,42,2","13,27,4","239,329,19"
Ferland Mendy,"0.07,0.05,0.00","0.04,0.15,0.00","0.11,0.20,0.00","0.07,0.05,0.00","2,1,0","0.89,0.35,1.00","0.28,0.10,0.33","0,0,0","0,0,0","1641,1075,169","1961,1262,186","15,11,3","1309,909,151","317,155,15","80,41,7","2.84,2.04,2.33","0.21,0.35,0.00","48,31,2","30,16,2","16,19,2","312,169,23","99,54,5","42,38,5","6,5,0","52,52,8","9940,5937,1087","29,25,6","39,23,0","293,180,22"
Casemiro,"0.12,0.12,0.00","0.00,0.09,0.00","0.12,0.20,0.00","0.12,0.12,0.00","3,4,0","1.56,1.28,0.31","0.35,0.35,0.00","1,3,0","0,0,0","1438,1826,150","1629,2186,197","28,46,3","1044,1289,102","366,491,45","44,48,5","1.71,1.40,1.54","0.12,0.17,0.00","82,112,15","56,75,10","100,99,12","489,605,61","164,219,18","71,83,10","12,13,2","14,23,2","4839,6120,552","47,87,5","70,92,16","314,490,46"
Toni Kroos,"0.00,0.14,0.00","0.16,0.17,0.00","0.16,0.31,0.00","0.00,0.14,0.00","0,4,0","1.22,1.93,2.01","0.36,0.61,0.67","0,2,0","0,0,0","1966,2233,141","2204,2512,157","29,40,2","1416,1622,92","521,571,47","99,102,8","4.01,3.46,5.37","0.36,0.24,0.00","56,57,4","42,41,2","61,71,3","576,594,24","147,153,6","32,36,1","4,2,0","14,22,1","7954,9037,539","22,28,3","11,11,2","191,208,14"
Luka Modrić,"0.10,0.14,0.00","0.21,0.32,0.00","0.31,0.45,0.00","0.10,0.14,0.00","3,3,0","1.35,1.35,0.31","0.45,0.59,0.00","0,0,0","0,0,0","1725,1278,203","1981,1478,233","26,32,2","1309,944,161","390,302,40","105,88,11","3.62,3.97,3.38","0.45,0.72,0.00","42,34,5","31,17,3","58,34,6","558,403,52","115,94,14","22,22,7","3,2,0","62,40,9","10669,7848,949","28,32,2","5,11,1","221,187,22"
Sergio Ramos,"0.22,0.33,0.25","0.04,0.00,0.00","0.07,0.15,0.00","0.04,0.15,0.00","6,11,1","0.91,1.05,1.25","0.29,0.33,0.00","3,4,1","5,6,1","1771,1963,282","1933,2144,298","11,24,1","1186,1222,173","574,717,108","28,20,3","1.02,0.60,0.75","0.18,0.06,0.00","50,60,5","34,46,2","43,46,1","202,266,31","72,102,13","47,39,5","18,12,1","5,11,2","8205,7868,1156","29,52,3","48,66,4","292,368,41"
Karim Benzema,"0.64,0.60,0.25","0.18,0.23,0.25","0.73,0.69,0.51","0.55,0.46,0.25","21,21,1","3.02,3.38,4.30","1.25,1.55,1.01","0,1,0","3,5,0","1011,1119,103","1212,1329,125","35,47,1","861,930,92","115,142,10","118,118,13","3.60,3.38,3.29","0.43,0.49,0.76","18,17,1","13,13,0","17,25,1","442,319,30","99,83,7","14,16,4","2,3,3","53,39,10","6775,6925,882","23,21,7","32,28,0","115,126,8"
Raphaël Varane,"0.07,0.10,0.00","0.00,0.03,0.00","0.07,0.13,0.00","0.07,0.10,0.00","2,3,0","0.56,0.32,0.50","0.10,0.10,0.00","0,0,0","0,0,0","1522,1479,211","1696,1668,240","10,7,2","973,879,126","539,593,83","9,11,2","0.29,0.35,0.50","0.03,0.03,0.00","35,33,5","28,23,2","12,24,5","174,223,28","61,87,10","35,57,5","9,17,3","7,10,0","7754,8448,1217","11,22,1","77,74,12","285,283,41"
Édgar Badía,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00",,,,,,"[None, None, '81']","[None, None, '134']","[None, None, '0']","[None, None, '39']","[None, None, '42']","[None, None, '1']","[None, None, '0.33']","[None, None, '0.00']","[None, None, '0']","[None, '0', '0']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '316']","[None, '0', '0']","[None, None, '0']","[None, None, '13']"
Marko Dmitrović,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.00,0.03,0.00","0.00,0.03,0.00","0,0,0","0,0,0","371,479,87","748,1062,163","0,1,0","92,117,20","279,361,67","2,8,1","0.08,0.23,0.20","0.04,0.00,0.00","0,0,0","0,0,0","2,3,0","3,5,2","1,0,0","0,1,0","0,0,0","1,1,0","2450,3205,475","3,1,0","0,0,0","156,205,28"
Anaitz Arbilla,"0.05,0.04,0.00","0.09,0.00,0.90","0.14,0.04,0.90","0.05,0.04,0.00","1,1,0","0.88,0.63,0.00","0.05,0.09,0.00","3,3,0","0,0,0","855,870,65","1094,1169,81","5,8,0","458,503,28","392,359,37","14,20,3","0.65,0.90,2.70","0.14,0.09,1.80","31,33,5","18,20,2","25,38,2","141,162,13","40,57,4","26,38,2","8,6,1","6,4,4","6190,5486,591","14,22,1","40,56,6","318,319,13"
Esteban Burgos,"0.19,0.08,0.67","0.00,0.00,0.00","0.03,0.08,0.00","0.03,0.08,0.00","6,1,1","[None, '0.16', '0.00']","[None, '0.08', '0.00']","[None, '0', '0']","5,0,1","[None, '244', '62']","[None, '380', '80']","[None, '3', '0']","[None, '113', '33']","[None, '128', '29']","[None, '4', '3']","[None, '0.32', '2.00']","[None, '0.00', '0.00']","[None, '15', '4']","[None, '9', '4']","[None, '11', '1']","[None, '75', '9']","[None, '27', '4']","[None, '23', '1']","[None, '10', '1']","[None, '7', '0']","[None, '1202', '426']","[None, '8', '2']","[None, '25', '4']","[None, '141', '26']"
Yoshinori Mutō,"0.17,0.00,0.00","0.00,0.00,0.00","0.17,0.00,0.00","0.17,0.00,0.00","1,0,0","0.86,0.42,1.96","0.52,0.00,1.30","0,0,0","0,0,0","89,26,16","127,31,28","4,1,0","75,22,14","10,3,2","7,3,1","1.20,1.27,0.65","0.00,0.00,0.00","11,3,0","7,2,0","9,3,2","131,52,24","30,13,7","14,1,3","3,0,0","11,6,0","1042,346,162","13,2,4","8,1,6","40,9,6"
Rafa Soares,"0.00,0.00,0.00","0.12,0.00,0.00","0.12,0.00,0.00","0.00,0.00,0.00","0,0,0","1.37,0.00,0.00","0.62,0.00,0.00","[None, '0', '0']","0,0,0","[None, '154', '63']","[None, '219', '96']","[None, '0', '0']","[None, '125', '44']","[None, '29', '19']","[None, '8', '5']","[None, '1.66', '2.50']","[None, '0.00', '0.00']","[None, '5', '4']","2,2,3","[None, '11', '4']","[None, '55', '18']","[None, '16', '3']","[None, '7', '3']","[None, '0', '1']","[None, '1', '1']","[None, '617', '319']","4,5,2","[None, '7', '2']","[None, '44', '26']"
Álvaro Tejero,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.44,1.64,1.00","0.06,0.82,1.00","['0', '0', None]","0,0,0","['563', '75', None]","['767', '99', None]","['12', '1', None]","['418', '57', None]","['133', '17', None]","['25', '4', None]","['1.55', '3.27', None]","['0.06', '0.00', None]","['30', '5', None]","12,3,1","['27', '3', None]","['191', '15', None]","['51', '5', None]","['33', '2', None]","['1', '0', None]","['5', '0', None]","['2455', '268', None]","23,1,0","['19', '1', None]","['160', '13', None]"
Andrés Fernández,"0.00,0.00,0.00","0.00,0.23,0.00","0.00,0.23,0.00","0.00,0.00,0.00",,,,,,"133,119,111","187,152,160","0,1,0","46,77,66","87,41,45","2,1,0","0.33,0.25,0.00","0.00,0.25,0.00","0,0,0","0,0,0","1,0,0","2,0,0","1,0,0","0,0,0","0,0,0","0,0,0","569,378,414","0,1,0","0,0,0","27,23,24"
Recio,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.63,1.32,0.52","0.28,0.40,0.00","0,1,0","0,0,0","562,744,43","665,860,58","10,17,1","446,595,33","106,132,9","18,27,1","1.26,1.55,0.52","0.14,0.00,0.00","30,31,4","22,23,3","34,46,5","304,302,49","67,70,17","16,21,1","1,5,0","9,14,2","2694,3808,295","46,45,6","12,11,1","162,183,14"
Papakouli Diop,"0.04,0.04,0.00","0.04,0.00,0.00","0.08,0.04,0.00","0.04,0.04,0.00","1,1,0","1.38,1.04,0.73","0.23,0.28,0.00","0,0,0","0,0,0","850,593,62","1145,806,95","8,3,3","602,431,45","240,159,14","45,27,2","1.72,1.08,0.73","0.04,0.04,0.00","63,43,11","46,27,7","44,44,11","485,414,42","175,113,14","29,37,1","3,8,0","25,6,2","3180,2281,220","68,53,7","85,61,10","442,319,43"
Pedro León,"0.21,0.05,0.00","0.00,0.09,0.31","0.21,0.14,0.31","0.21,0.05,0.00","1,1,0","1.48,1.80,1.89","0.42,0.66,0.94","0,6,2","0,0,0","93,416,72","168,717,120","0,14,2","70,316,60","23,86,10","5,65,4","1.06,3.09,1.26","0.00,0.24,0.31","9,27,2","7,15,0","8,22,6","77,382,39","19,102,14","10,30,1","0,1,0","1,20,3","760,3048,480","5,21,4","11,38,6","35,128,20"
Pedro Bigas,"0.00,0.15,0.00","0.15,0.00,0.00","0.15,0.15,0.00","0.00,0.15,0.00","0,3,0","0.46,0.41,0.29","0.00,0.25,0.00","0,0,0","0,0,0","249,480,99","307,699,143","2,4,2","134,280,65","113,196,32","2,8,0","0.31,0.41,0.00","0.15,0.00,0.00","6,18,5","5,14,5","6,20,5","48,143,32","24,48,12","3,28,6","0,13,1","1,0,1","1488,2502,238","5,9,7","12,65,19","98,249,59"
Rober Correa,"0.03,0.00,0.00","0.09,0.00,0.00","0.11,0.00,0.00","0.03,0.00,0.00","1,0,0","[None, '0.48', '0.26']","[None, '0.19', '0.00']","[None, '0', '0']","0,0,0","[None, '381', '99']","[None, '513', '162']","[None, '9', '3']","[None, '289', '77']","[None, '83', '19']","[None, '16', '1']","[None, '1.55', '0.26']","[None, '0.00', '0.00']","[None, '16', '5']","[None, '9', '4']","[None, '14', '6']","[None, '92', '46']","[None, '25', '14']","[None, '21', '7']","[None, '5', '0']","[None, '5', '4']","[None, '1670', '627']","[None, '15', '2']","[None, '33', '13']","[None, '127', '47']"
Sergio Álvarez,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.17,0.31,0.54","0.00,0.00,0.27","0,0,0","0,0,0","404,322,106","496,427,139","2,3,5","275,228,80","127,91,21","6,11,2","0.51,0.86,0.54","0.08,0.00,0.00","30,37,10","22,20,7","22,34,5","163,265,68","50,80,25","16,25,6","3,3,0","3,6,0","1769,1465,519","19,24,6","27,24,9","152,143,48"
Kévin Rodrigues,"0.00,0.05,0.32","0.00,0.09,0.00","0.00,0.14,0.32","0.00,0.05,0.32","0,1,1","0.00,1.07,0.97","0.00,0.37,0.32","0,2,0","0,0,0","4,522,115","7,789,171","0,10,0","4,409,80","0,103,35","0,52,5","0.00,2.42,1.62","0.00,0.14,0.00","1,63,5","0,32,2","1,43,10","5,386,39","1,113,12","0,44,8","0,3,0","0,37,5","17,3148,815","0,42,2","1,21,7","1,182,32"
José Antonio Martínez Gil,"['0.03', '0.00', None]","['0.03', '0.08', None]","['0.06', '0.08', None]","['0.03', '0.00', None]","0,1,0","['0.00', None, '0.15']","['0.05', None, '0.00']","[None, None, '0']","0,0,0","[None, None, '366']","[None, None, '488']","[None, None, '2']","[None, None, '196']","[None, None, '168']","[None, None, '5']","[None, None, '0.38']","[None, None, '0.00']","[None, None, '22']","['0', None, '11']","[None, None, '16']","[None, None, '95']","[None, None, '38']","[None, None, '16']","[None, None, '4']","[None, None, '3']","[None, None, '1740']","['5', None, '4']","[None, None, '38']","[None, None, '137']"
